sct;year;capitaux_propres;passifs_non_courant;total_bilan;stock;creance_client;actif_immobilier;resultat_net;chiffre_d_affaires
CIC;12.17;32733000.0;7893000.0;72762000.0;10908000.0;2737000.0;28531000.0;5753000.0;43666000.0
CIC;12.18;36372000.0;6353000.0;77271000.0;12485000.0;3222000.0;30234000.0;6942000.0;46826000.0
CIC;12.19;35717000.0;15823000.0;93830000.0;13717000.0;3450000.0;33891000.0;7810000.0;53670000.0
CIE DES ALPES;12.17;832372.0;199604.0;1579758.0;22215.0;17780.0;1027858.0;39901.0;762176.0
CIE DES ALPES;12.18;879156.0;303980.0;1661352.0;22808.0;26350.0;1097407.0;63160.0;801226.0
CIE DES ALPES;12.19;927987.0;356383.0;1843380.0;24296.0;20388.0;1222501.0;71400.0;854011.0
CLARANOVA;12.17;1285.0;0.0;30047.0;3730.0;4342.0;1226.0;-11352.0;130219.0
CLARANOVA;12.18;14300.0;28100.0;80500.0;3700.0;4900.0;700.0;-8100.0;161500.0
CLARANOVA;12.19;63600.0;49100.0;176100.0;4800.0;11600.0;8400.0;-41400.0;262300.0
CNIM GROUP;12.17;181033.0;42571.0;700048.0;28916.0;201709.0;95637.0;18199.0;628469.0
CNIM GROUP;12.18;190068.0;63083.0;666974.0;21876.0;238261.0;92465.0;27859.0;689769.0
CNIM GROUP;12.19;-16565.0;45307.0;756438.0;22923.0;297025.0;98451.0;-202069.0;588388.0
CNP ASSURANCES;12.17;20023000.0;42571.0;423298000.0;28916.0;201709.0;95637.0;1623000.0;628469.0
CNP ASSURANCES;12.18;19520900.0;63083.0;415524300.0;21876.0;238261.0;92465.0;1670000.0;689769.0
CNP ASSURANCES;12.19;21188000.0;45307.0;440366300.0;22923.0;297025.0;98451.0;1735700.0;588388.0
COFACE;12.17;1802781.0;42571.0;7223218.0;28916.0;201709.0;95637.0;83054.0;628469.0
COFACE;12.18;1806397.0;63083.0;7219040.0;21876.0;238261.0;92465.0;122686.0;689769.0
COFACE;12.19;1924741.0;45307.0;7382922.0;22923.0;297025.0;98451.0;146719.0;588388.0
COLAS;12.17;2827000.0;126000.0;8612000.0;501000.0;2853000.0;2491000.0;330000.0;11705000.0
COLAS;12.18;2819000.0;533000.0;9740000.0;672000.0;3094000.0;2832000.0;227000.0;13190000.0
COLAS;12.19;2909000.0;766000.0;9949000.0;675000.0;3284000.0;2789000.0;261000.0;13688000.0
COVIVIO;12.17;10167659.0;8596316.0;21732988.0;501000.0;279298.0;228373.0;1352581.0;11705000.0
COVIVIO;12.18;11358414.0;9379905.0;24384202.0;672000.0;313212.0;1300813.0;1143462.0;13190000.0
COVIVIO;12.19;12358343.0;9327115.0;25719762.0;675000.0;376730.0;1512913.0;1261815.0;13688000.0
CREDIT AGRICOLE SA;12.17;64706000.0;8596316.0;1550283000.0;501000.0;279298.0;228373.0;4216000.0;11705000.0
CREDIT AGRICOLE SA;12.18;65516000.0;9379905.0;1624394000.0;672000.0;313212.0;1300813.0;5027000.0;13190000.0
CREDIT AGRICOLE SA;12.19;70843000.0;9327115.0;1767643000.0;675000.0;376730.0;1512913.0;5458000.0;13688000.0
CRIT;12.17;435619.0;96107.0;1067250.0;2603.0;433552.0;145270.0;75271.0;2145269.0
CRIT;12.18;511928.0;62830.0;1172922.0;2585.0;473538.0;145175.0;83364.0;2418225.0
CRIT;12.19;557578.0;41647.0;1275258.0;2062.0;480693.0;145839.0;90828.0;2498217.0
DANONE;12.17;14529000.0;15529000.0;44259000.0;1668000.0;2794000.0;12818000.0;2559000.0;24812000.0
DANONE;12.18;16475000.0;14277000.0;44177000.0;1789000.0;2689000.0;12910000.0;2439000.0;24651000.0
DANONE;12.19;17378000.0;12875000.0;45362000.0;1933000.0;2906000.0;12450000.0;2028000.0;25287000.0
DASSAULT AVIATION;12.17;3907705.0;980265.0;15254549.0;3670155.0;451895.0;475997.0;708994.0;4832638.0
DASSAULT AVIATION;12.18;4276589.0;335306.0;17052988.0;3403278.0;551405.0;517890.0;572802.0;5119219.0
DASSAULT AVIATION;12.19;4446085.0;216176.0;15369071.0;3368351.0;677007.0;860347.0;712722.0;7370616.0
DASSAULT SYSTEMES;12.17;3996047.0;1000000.0;7029806.0;0.0;895900.0;1235398.0;520144.0;3228008.0
DASSAULT SYSTEMES;12.18;4625800.0;650000.0;7974000.0;0.0;1044100.0;1316000.0;563400.0;3477400.0
DASSAULT SYSTEMES;12.19;5262600.0;5209600.0;13872600.0;0.0;1346100.0;4470900.0;606300.0;4018200.0
DBV TECHNOLOGIES;12.17;129923.0;1825.0;177807.0;0.0;1265.0;17930.0;-147693.0;0.0
DBV TECHNOLOGIES;12.18;121286.0;1278.0;171749.0;1566.0;0.0;20248.0;-166076.0;0.0
DBV TECHNOLOGIES;12.19;171563.0;20300.0;241476.0;2038.0;0.0;22313.0;-153587.0;0.0
DELACHAUX;12.17;351450.0;157448.0;741088.0;101812.0;136639.0;57676.0;51940.0;655937.0
DELACHAUX;12.18;377196.0;134847.0;761023.0;125813.0;167723.0;56993.0;66198.0;775623.0
DELACHAUX;12.19;441233.0;104876.0;743992.0;102932.0;122736.0;60443.0;53360.0;636011.0
DERICHEBOURG;12.17;462600.0;153900.0;1393700.0;93900.0;295700.0;456400.0;76400.0;2731100.0
DERICHEBOURG;12.18;511700.0;156200.0;1412900.0;76700.0;286600.0;487100.0;72600.0;2919700.0
DERICHEBOURG;12.19;526000.0;324800.0;1557400.0;67800.0;284100.0;547200.0;58900.0;2705000.0
DMS;12.17;28272.0;3011.0;49981.0;11534.0;10399.0;7876.0;-1345.0;37411.0
DMS;12.18;23348.0;2705.0;40080.0;9376.0;9426.0;8663.0;-3408.0;27116.0
DMS;12.19;17879.0;3275.0;36837.0;10351.0;7570.0;10097.0;-5454.0;24324.0
EDENRED;12.17;-1362000.0;1748000.0;6211000.0;23000.0;1679000.0;479000.0;277000.0;1320000.0
EDENRED;12.18;-1451000.0;2214000.0;7270000.0;26000.0;1875000.0;484000.0;285000.0;1378000.0
EDENRED;12.19;-1043000.0;2511000.0;8886000.0;31000.0;2073000.0;772000.0;346000.0;1570000.0
EDF;12.17;48698000.0;49734000.0;280752000.0;14138000.0;23411000.0;146729000.0;3289000.0;69632000.0
EDF;12.18;52646000.0;52129000.0;283169000.0;14227000.0;15910000.0;152024000.0;1191000.0;68976000.0
EDF;12.19;55790000.0;56306000.0;303284000.0;14049000.0;15606000.0;159389000.0;5182000.0;71317000.0
EIFFAGE;12.17;5137000.0;12119000.0;30026000.0;683000.0;4977000.0;13012000.0;835000.0;15368000.0
EIFFAGE;12.18;5635000.0;11422000.0;30368000.0;740000.0;5311000.0;13039000.0;965000.0;16890000.0
EIFFAGE;12.19;6231000.0;11340000.0;32877000.0;745000.0;0.0;13792000.0;1113000.0;18690000.0
EKINOPS;12.17;76608.0;7265.0;125893.0;8736.0;20703.0;14905.0;-6455.0;34291.0
EKINOPS;12.18;74355.0;6708.0;134074.0;11232.0;20687.0;32956.0;-2084.0;84222.0
EKINOPS;12.19;86477.0;16392.0;155369.0;10497.0;21364.0;37018.0;1623.0;93477.0
ELIOR GROUP;12.17;1617700.0;1685300.0;5192800.0;123000.0;607600.0;1146700.0;117100.0;6421900.0
ELIOR GROUP;12.18;1470700.0;1874100.0;5365700.0;132000.0;645700.0;1271200.0;37900.0;6694300.0
ELIOR GROUP;12.19;1670000.0;602000.0;3768000.0;94000.0;552000.0;654000.0;270000.0;4923000.0
ENGIE;12.17;42123000.0;24714000.0;150141000.0;4161000.0;20056000.0;57565000.0;2108000.0;59576000.0
ENGIE;12.18;40942000.0;26084000.0;153702000.0;4158000.0;23023000.0;55635000.0;1628000.0;56967000.0
ENGIE;12.19;38037000.0;30002000.0;159793000.0;3617000.0;23011000.0;55983000.0;1649000.0;60058000.0
ENTREPOSE CONTRACTING;12.17;89307.0;3295.0;441356.0;5992.0;131487.0;28432.0;18038.0;462164.0
ENTREPOSE CONTRACTING;12.18;107009.0;2673.0;551100.0;4875.0;179516.0;36806.0;32318.0;612656.0
ENTREPOSE CONTRACTING;12.19;156136.0;3599.0;697577.0;3187.0;219185.0;47825.0;55701.0;824297.0
EOS IMAGING;12.17;23203.0;14733.0;58322.0;4377.0;30148.0;6491.0;-7786.0;37092.0
EOS IMAGING;12.18;29210.0;25679.0;79989.0;8779.0;32740.0;9000.0;-13038.0;35391.0
EOS IMAGING;12.19;12078.0;28558.0;64884.0;13513.0;17698.0;10554.0;-18429.0;20087.0
ERYTECH PHARMA;12.17;181419.0;2019.0;195261.0;176.0;76.0;3459.0;-33530.0;0.0
ERYTECH PHARMA;12.18;145602.0;1243.0;167840.0;1396.0;30.0;16887.0;-38224.0;0.0
ERYTECH PHARMA;12.19;85560.0;12599.0;118545.0;358.0;36.0;26235.0;-62659.0;0.0
ESSILORLUXOTTICA;12.17;5814000.0;1671000.0;10064000.0;832000.0;944000.0;3056000.0;1042000.0;9184000.0
ESSILORLUXOTTICA;12.18;33262000.0;2582000.0;46269000.0;2045000.0;2357000.0;15241000.0;1156000.0;10799000.0
ESSILORLUXOTTICA;12.19;35332000.0;8483000.0;52583000.0;2166000.0;2411000.0;14920000.0;1185000.0;17390000.0
ESSO;12.17;966400.0;121700.0;3467000.0;999300.0;656100.0;909200.0;276400.0;11146900.0
ESSO;12.18;1165600.0;13600.0;3629800.0;1134200.0;588400.0;898000.0;158500.0;13140500.0
ESSO;12.19;1044400.0;9300.0;3599800.0;1262200.0;636700.0;903300.0;-126700.0;14853100.0
EULER HERMES;12.17;2642667.0;121700.0;6359687.0;999300.0;656100.0;909200.0;304100.0;11146900.0
EULER HERMES;12.18;2777228.0;13600.0;6596626.0;1134200.0;588400.0;898000.0;304172.0;13140500.0
EULER HERMES;12.19;2673012.0;9300.0;6505898.0;1262200.0;636700.0;903300.0;287649.0;14853100.0
EURAZEO;12.17;5946478.0;3216781.0;11508573.0;349647.0;679633.0;2749797.0;480050.0;3478110.0
EURAZEO;12.18;6294421.0;3125364.0;12034735.0;360949.0;610295.0;3219676.0;210977.0;4366403.0
EURAZEO;12.19;6631106.0;3788192.0;13890283.0;457755.0;649975.0;4011341.0;132867.0;4680630.0
EURO DISNEY;12.17;-79700.0;1697700.0;2154900.0;39100.0;71500.0;1858800.0;-78200.0;1309400.0
EURO DISNEY;12.18;-198400.0;1716300.0;2160200.0;41400.0;74900.0;1834100.0;-113600.0;1279700.0
EURO DISNEY;12.19;713600.0;998800.0;2290400.0;40900.0;70000.0;1784200.0;-101900.0;1373100.0
EUROFINS SCIENTIFIC;12.17;2481973.0;1662099.0;5832307.0;51805.0;705716.0;1421118.0;218845.0;2971417.0
EUROFINS SCIENTIFIC;12.18;2722182.0;2766169.0;7205448.0;66373.0;864898.0;1964923.0;223586.0;3781148.0
EUROFINS SCIENTIFIC;12.19;2898100.0;3086900.0;7823100.0;79300.0;1001200.0;1986500.0;195300.0;4562800.0
EURONEXT;12.17;548018.0;69005.0;757517.0;51805.0;45177.0;47230.0;197013.0;496436.0
EURONEXT;12.18;729480.0;164682.0;1065581.0;66373.0;59900.0;121303.0;242189.0;532294.0
EURONEXT;12.19;802324.0;504940.0;1598463.0;79300.0;91278.0;153562.0;217628.0;615033.0
EUROPACORP;12.17;96512.0;2078.0;665570.0;1148.0;65755.0;337313.0;-119892.0;144159.0
EUROPACORP;12.18;9806.0;1102.0;465323.0;5117.0;55389.0;253619.0;-82519.0;221101.0
EUROPACORP;12.19;-99739.0;541.0;225822.0;587.0;43389.0;93669.0;-109872.0;148679.0
EUROPCAR MOBILITY GRP;12.17;631266.0;953240.0;4514764.0;16843.0;86166.0;799311.0;119294.0;2150758.0
EUROPCAR MOBILITY GRP;12.18;837995.0;1570141.0;6128101.0;24330.0;370954.0;924815.0;61101.0;2411661.0
EUROPCAR MOBILITY GRP;12.19;889867.0;1740667.0;6494636.0;26536.0;370706.0;1145263.0;139410.0;2929289.0
EUTELSAT COMMUNIC.;12.17;2966000.0;3252900.0;7911300.0;3000.0;345400.0;5596300.0;363400.0;1477900.0
EUTELSAT COMMUNIC.;12.18;2847400.0;2434800.0;7794400.0;2100.0;343700.0;5415300.0;303700.0;1390500.0
EUTELSAT COMMUNIC.;12.19;2867400.0;3380300.0;8291600.0;3900.0;333700.0;4456900.0;357000.0;1321100.0
EXEL INDUSTRIES A;12.17;335601.0;83166.0;702175.0;188711.0;134331.0;153037.0;45315.0;874205.0
EXEL INDUSTRIES A;12.18;362701.0;68204.0;708839.0;232371.0;134397.0;156059.0;39221.0;839068.0
EXEL INDUSTRIES A;12.19;358884.0;57081.0;710669.0;228323.0;119700.0;149648.0;4099.0;776687.0
FAIVELEY TRANSPORT;12.17;559860.0;314841.0;1473984.0;242977.0;184193.0;114409.0;63611.0;987706.0
FAIVELEY TRANSPORT;12.18;577647.0;407983.0;1610285.0;265846.0;207638.0;119342.0;50141.0;982416.0
FAIVELEY TRANSPORT;12.19;657450.0;396510.0;1763033.0;289368.0;224130.0;128917.0;52877.0;1048423.0
FAURECIA;12.17;3508200.0;1598400.0;11492500.0;1419200.0;1766100.0;3931000.0;707100.0;20181700.0
FAURECIA;12.18;4071300.0;1869500.0;13394700.0;1431700.0;1947500.0;4744000.0;793300.0;17524700.0
FAURECIA;12.19;4461800.0;3819400.0;17164800.0;1423800.0;2737900.0;5548300.0;664700.0;17768300.0
FDJ;12.17;520200.0;104100.0;2049200.0;10500.0;373500.0;469500.0;181000.0;1762000.0
FDJ;12.18;563900.0;96100.0;2207200.0;8700.0;411500.0;483600.0;170400.0;1802600.0
FDJ;12.19;569200.0;229700.0;2856000.0;10500.0;469800.0;542400.0;133000.0;1955600.0
FIMALAC;12.17;780000.0;245500.0;1270800.0;300.0;43000.0;326600.0;76200.0;67800.0
FIMALAC;12.18;831700.0;295300.0;1532300.0;500.0;58000.0;353500.0;86500.0;114800.0
FIMALAC;12.19;2202300.0;430800.0;3127700.0;800.0;107800.0;381700.0;1581400.0;224700.0
FINANCIERE ODET;12.17;29295600.0;7156900.0;54009400.0;1170900.0;5111700.0;13399400.0;2075600.0;18325100.0
FINANCIERE ODET;12.18;26155700.0;8335600.0;53538700.0;1174000.0;5127800.0;12931100.0;1101500.0;23024400.0
FINANCIERE ODET;12.19;24021500.0;9419700.0;56310100.0;1358500.0;5229400.0;13644100.0;1401600.0;24842800.0
FNAC DARTY;12.17;1103000.0;853800.0;5269800.0;1072800.0;265100.0;1084300.0;37500.0;7448200.0
FNAC DARTY;12.18;1261000.0;855100.0;5510600.0;1091800.0;271800.0;1100200.0;149600.0;7474700.0
FNAC DARTY;12.19;1398300.0;1737200.0;6872400.0;1079400.0;274800.0;2152200.0;103900.0;7348600.0
FUTUREN;12.17;151646.0;196289.0;473376.0;4966.0;15643.0;293260.0;3373.0;59155.0
FUTUREN;12.18;183418.0;188148.0;475513.0;551.0;14022.0;307763.0;2821.0;56651.0
FUTUREN;12.19;217077.0;168665.0;484681.0;431.0;18411.0;306779.0;-5249.0;61758.0
GAMELOFT;12.17;127977.0;0.0;174958.0;0.0;59658.0;19580.0;9280.0;208315.0
GAMELOFT;12.18;136253.0;0.0;187675.0;0.0;62802.0;24591.0;7526.0;233296.0
GAMELOFT;12.19;137833.0;1506.0;201104.0;0.0;63914.0;31328.0;-6355.0;227279.0
GDS RUSAL;12.17;9646329.0;10128691.0;23198234.0;2747725.0;145532.0;5357240.0;216925.0;11249931.0
GDS RUSAL;12.18;0.0;0.0;23249492.0;2401742.0;154685.0;5084481.0;-308455.0;9968514.0
GDS RUSAL;12.19;5995203.0;8374064.0;18745308.0;2057590.0;123565.0;3905577.0;-3040620.0;8933311.0
GECI INTL;12.17;-4989.0;6671.0;37774.0;0.0;6166.0;8864.0;-6385.0;24276.0
GECI INTL;12.18;-1894.0;5865.0;40916.0;0.0;10188.0;8454.0;-2264.0;27722.0
GECI INTL;12.19;-764.0;4632.0;34359.0;0.0;8734.0;8033.0;-3819.0;29723.0
GECINA;12.17;11014410.0;6926752.0;20106091.0;0.0;141669.0;79580.0;1910937.0;24276.0
GECINA;12.18;11751245.0;5382661.0;19708967.0;0.0;110723.0;89686.0;1006965.0;27722.0
GECINA;12.19;12726570.0;5449112.0;20454805.0;0.0;77385.0;107623.0;1516890.0;29723.0
GENERAL ELECTRIC;12.17;73696158.0;6926752.0;20106091.0;0.0;141669.0;79580.0;7816647.0;101040694.0
GENERAL ELECTRIC;12.18;81044269.0;5382661.0;19708967.0;0.0;110723.0;89686.0;-8399142.0;107437640.0
GENERAL ELECTRIC;12.19;43296379.0;5449112.0;20454805.0;0.0;77385.0;107623.0;-18735912.0;94788206.0
GENFIT;12.17;104229.0;160589.0;293183.0;4.0;61.0;6961.0;-58604.0;118.0
GENFIT;12.18;20939.0;166432.0;229478.0;4.0;25.0;8560.0;-79521.0;69.0
GENFIT;12.19;84065.0;179081.0;309853.0;4.0;207.0;17373.0;-65144.0;30839.0
GENKYOTEX;12.17;20335.0;1901.0;25889.0;52.0;0.0;210.0;-11193.0;0.0
GENKYOTEX;12.18;13300.0;336.0;16726.0;0.0;53.0;84.0;-7240.0;0.0
GENKYOTEX;12.19;23535.0;115.0;26893.0;0.0;0.0;10272.0;-25773.0;0.0
GETLINK (ex: EUROTUNNEL);12.17;2051012.0;4219528.0;7491747.0;1843.0;96422.0;6472659.0;113282.0;1032978.0
GETLINK (ex: EUROTUNNEL);12.18;2006281.0;4758652.0;7995035.0;2291.0;97489.0;6636827.0;130320.0;1079449.0
GETLINK (ex: EUROTUNNEL);12.19;1638647.0;4903090.0;8031728.0;2521.0;77148.0;6889196.0;158940.0;1085277.0
GFI INFORMATIQUE;12.17;210999.0;82359.0;665070.0;727.0;284984.0;51548.0;19985.0;804019.0
GFI INFORMATIQUE;12.18;276833.0;54398.0;737755.0;1528.0;312579.0;61883.0;22041.0;893959.0
GFI INFORMATIQUE;12.19;300608.0;84533.0;895710.0;779.0;397300.0;96780.0;32109.0;1015415.0
GINGER;12.17;39723.0;14613.0;187284.0;5035.0;105419.0;17320.0;5506.0;250280.0
GINGER;12.18;45053.0;10275.0;192868.0;5739.0;108604.0;18106.0;6710.0;266430.0
GINGER;12.19;50748.0;5923.0;200111.0;6709.0;116268.0;18059.0;8327.0;283204.0
GL EVENTS;12.17;430004.0;522940.0;1655995.0;35626.0;195715.0;378009.0;45739.0;953840.0
GL EVENTS;12.18;542027.0;418978.0;1763412.0;39290.0;190433.0;375563.0;52561.0;1040488.0
GL EVENTS;12.19;569313.0;688630.0;2129310.0;38544.0;169223.0;404719.0;75808.0;1172875.0
GROUPE GORGE;12.17;167072.0;36314.0;409412.0;26800.0;116010.0;63064.0;-20582.0;278225.0
GROUPE GORGE;12.18;161574.0;45309.0;383732.0;28256.0;126059.0;64182.0;-1942.0;296004.0
GROUPE GORGE;12.19;176728.0;68568.0;420554.0;32255.0;113488.0;68560.0;23119.0;274641.0
GTT (GAZTRANSPORT ET TEC.);12.17;136405.0;244.0;248359.0;0.0;101056.0;18580.0;116245.0;231591.0
GTT (GAZTRANSPORT ET TEC.);12.18;179441.0;2100.0;346819.0;7394.0;96006.0;19091.0;142800.0;245987.0
GTT (GAZTRANSPORT ET TEC.);12.19;202281.0;2089.0;404945.0;10854.0;139432.0;22955.0;143353.0;288224.0
GUYENNE GASCOGNE;12.17;370606.0;1107.0;479502.0;39341.0;331.0;124856.0;31775.0;516311.0
GUYENNE GASCOGNE;12.18;368984.0;950.0;461949.0;40794.0;690.0;126795.0;25012.0;515198.0
GUYENNE GASCOGNE;12.19;361532.0;723.0;461090.0;40973.0;227.0;128711.0;25635.0;532276.0
HAULOTTE GROUP;12.17;238324.0;68012.0;435069.0;108732.0;125141.0;77579.0;17688.0;509951.0
HAULOTTE GROUP;12.18;256990.0;46084.0;536933.0;178949.0;136417.0;84157.0;23873.0;555905.0
HAULOTTE GROUP;12.19;264346.0;147614.0;584018.0;191577.0;115202.0;98096.0;19457.0;609828.0
HAVAS;12.17;1268000.0;138000.0;4923000.0;36000.0;1650000.0;291000.0;143000.0;1772000.0
HAVAS;12.18;1460000.0;255000.0;5246000.0;36000.0;1868000.0;317000.0;157000.0;1865000.0
HAVAS;12.19;1653000.0;503000.0;6137000.0;60000.0;2108000.0;344000.0;191000.0;2188000.0
HERMES INTL;12.17;5045500.0;23500.0;6768200.0;896200.0;255900.0;1415200.0;1225800.0;5549200.0
HERMES INTL;12.18;5507800.0;27500.0;7468100.0;963600.0;280700.0;1487600.0;1409600.0;5966100.0
HERMES INTL;12.19;6575900.0;925600.0;9881100.0;1132600.0;317900.0;1725800.0;1535300.0;6883400.0
HEXAOM;12.17;170778.0;56367.0;481258.0;27981.0;137390.0;31723.0;29136.0;764427.0
HEXAOM;12.18;183764.0;46746.0;500563.0;28401.0;121406.0;38837.0;24608.0;803971.0
HEXAOM;12.19;190955.0;76556.0;610216.0;40791.0;160406.0;71970.0;18469.0;841848.0
HOLCIM;12.17;32095584.0;13618939.0;64304782.0;2443170.0;2610358.0;30546549.0;1930520.0;24851054.0
HOLCIM;12.18;28850453.0;13765322.0;59311315.0;2673149.0;3110912.0;29038598.0;-1598301.0;24336835.0
HOLCIM;12.19;27991692.0;12119519.0;55600574.0;2869677.0;3007526.0;26731493.0;1601095.0;25582132.0
HSBC HOLDINGS;12.17;167113332.0;13618939.0;2173820638.0;2443170.0;2610358.0;30546549.0;3154118.0;24851054.0
HSBC HOLDINGS;12.18;187811800.0;13765322.0;2393571320.0;2673149.0;3110912.0;29038598.0;11275105.0;24336835.0
HSBC HOLDINGS;12.19;162163358.0;12119519.0;2135578448.0;2869677.0;3007526.0;26731493.0;12543202.0;25582132.0
ICADE;12.17;4127300.0;4907400.0;11309000.0;2443170.0;538500.0;74600.0;198300.0;24851054.0
ICADE;12.18;3936700.0;5238500.0;11759200.0;2673149.0;721000.0;26400.0;185300.0;24336835.0
ICADE;12.19;4094800.0;6193800.0;12513500.0;2869677.0;671800.0;80700.0;338200.0;25582132.0
ID LOGISTICS;12.17;162281.0;94194.0;701364.0;131.0;225952.0;98248.0;18340.0;1329270.0
ID LOGISTICS;12.18;189815.0;98937.0;754766.0;227.0;250694.0;126450.0;28696.0;1410300.0
ID LOGISTICS;12.19;204025.0;352164.0;1190452.0;165.0;283049.0;533313.0;16944.0;1534239.0
ILIAD;12.17;3374066.0;2168446.0;8415669.0;30696.0;491519.0;7135597.0;404616.0;4987469.0
ILIAD;12.18;3606000.0;3407000.0;11252000.0;90000.0;652000.0;9296000.0;330000.0;4891000.0
ILIAD;12.19;3831000.0;5809000.0;16756000.0;86000.0;561000.0;8969000.0;1726000.0;5332000.0
MANITOU BF;12.17;533100.0;47899.0;1098358.0;451400.0;326306.0;190411.0;60220.0;1590968.0
MANITOU BF;12.18;596974.0;38477.0;1289620.0;574641.0;364172.0;218985.0;84354.0;1883578.0
MANITOU BF;12.19;664646.0;161995.0;1384741.0;589745.0;383462.0;266298.0;95757.0;2093577.0
MANUTAN INTL;12.17;404847.0;49853.0;617716.0;63039.0;179895.0;128980.0;39113.0;708801.0
MANUTAN INTL;12.18;431365.0;33030.0;631671.0;67555.0;198833.0;134032.0;41214.0;741283.0
MANUTAN INTL;12.19;459779.0;47619.0;689871.0;73210.0;186213.0;147599.0;42302.0;773885.0
MARIE BRIZARD;12.17;163875.0;13339.0;423326.0;69435.0;81359.0;152459.0;-67396.0;423308.0
MARIE BRIZARD;12.18;103347.0;11812.0;360076.0;64558.0;61905.0;158073.0;-61999.0;388905.0
MARIE BRIZARD;12.19;93737.0;9689.0;324396.0;53991.0;46669.0;144214.0;-65921.0;275486.0
MAROC TELECOM;12.17;1794211.0;433816.0;5698932.0;30124.0;830164.0;3473414.0;616324.0;3277518.0
MAROC TELECOM;12.18;1861873.0;395943.0;5909159.0;27905.0;803858.0;3730815.0;620216.0;3296033.0
MAROC TELECOM;12.19;1744118.0;310970.0;5559970.0;31142.0;763689.0;3488416.0;620867.0;3224427.0
MAUNA KEA TECH;12.17;16744.0;6567.0;27747.0;1969.0;2034.0;3566.0;-10245.0;6687.0
MAUNA KEA TECH;12.18;7979.0;6457.0;19762.0;2456.0;1643.0;3823.0;-12785.0;6760.0
MAUNA KEA TECH;12.19;253.0;15499.0;23621.0;2592.0;2444.0;5669.0;-15272.0;7431.0
MAUREL & PROM;12.17;844743.0;578347.0;1936387.0;6501.0;49288.0;1362177.0;6960.0;354759.0
MAUREL & PROM;12.18;926939.0;580779.0;2057700.0;11774.0;79465.0;1378362.0;51479.0;367471.0
MAUREL & PROM;12.19;998274.0;474420.0;2240886.0;12232.0;125988.0;1459455.0;30723.0;440315.0
MEDICA;12.17;125567.0;393621.0;1254524.0;1915.0;29928.0;777384.0;-12969.0;480727.0
MEDICA;12.18;609944.0;479975.0;1487026.0;2081.0;35293.0;891962.0;23552.0;538879.0
MEDICA;12.19;640638.0;574747.0;1741460.0;2100.0;41783.0;1011657.0;42008.0;632095.0
MEDTECH;12.17;-31.0;393621.0;1254524.0;1915.0;29928.0;777384.0;0.0;1952.0
MEDTECH;12.18;1334.0;479975.0;1487026.0;2081.0;35293.0;891962.0;0.0;1819.0
MEDTECH;12.19;17905.0;574747.0;1741460.0;2100.0;41783.0;1011657.0;-2002.0;2524.0
MERCIALYS;12.17;920540.0;1384221.0;2656781.0;1915.0;15839.0;2496.0;94990.0;1952.0
MERCIALYS;12.18;879545.0;1206800.0;2861781.0;2081.0;22341.0;2719.0;89619.0;1819.0
MERCIALYS;12.19;860030.0;1220179.0;2455562.0;2100.0;20532.0;4445.0;99196.0;2524.0
MERSEN;12.17;484000.0;154400.0;949900.0;158800.0;123400.0;298000.0;40000.0;809200.0
MERSEN;12.18;528100.0;109400.0;1084500.0;198600.0;156800.0;336000.0;59200.0;878500.0
MERSEN;12.19;570600.0;283500.0;1200900.0;207000.0;157100.0;372600.0;59800.0;950200.0
METABOLIC EXPLORER;12.17;45416.0;5260.0;59546.0;0.0;607.0;20664.0;-11289.0;4039.0
METABOLIC EXPLORER;12.18;45265.0;5914.0;59962.0;0.0;265.0;20703.0;-6228.0;3308.0
METABOLIC EXPLORER;12.19;44085.0;6686.0;63618.0;0.0;473.0;31763.0;-8404.0;350.0
MICHELIN;12.17;11261000.0;2215000.0;25267000.0;4508000.0;3084000.0;11668000.0;1693000.0;21960000.0
MICHELIN;12.18;12167000.0;4940000.0;29448000.0;4447000.0;3307000.0;13207000.0;1660000.0;22028000.0
MICHELIN;12.19;13229000.0;5750000.0;31677000.0;4694000.0;3532000.0;14322000.0;1730000.0;24135000.0
MODELABS GROUP;12.17;60009.0;10000.0;130212.0;9549.0;35209.0;20593.0;-31616.0;182174.0
MODELABS GROUP;12.18;61822.0;25000.0;137867.0;11345.0;29779.0;16656.0;1380.0;177700.0
MODELABS GROUP;12.19;64355.0;17081.0;152387.0;17473.0;36310.0;8301.0;2662.0;240203.0
MONTUPET;12.17;143605.0;55471.0;373725.0;62026.0;75662.0;163944.0;8696.0;406044.0
MONTUPET;12.18;170744.0;46873.0;381254.0;67650.0;63808.0;177335.0;29271.0;399543.0
MONTUPET;12.19;197969.0;36633.0;381442.0;70671.0;63146.0;187914.0;34626.0;420735.0
NANOBIOTIX;12.17;43922.0;3960.0;57467.0;0.0;169.0;3126.0;-26143.0;252.0
NANOBIOTIX;12.18;14243.0;20018.0;46195.0;0.0;25.0;2986.0;-30345.0;116.0
NANOBIOTIX;12.19;-1908.0;43435.0;56205.0;0.0;11.0;3541.0;-50915.0;68.0
NATIXIS;12.17;20987000.0;3960.0;519987000.0;0.0;169.0;3126.0;1861000.0;252.0
NATIXIS;12.18;21195000.0;20018.0;495496000.0;0.0;25.0;2986.0;1880000.0;116.0
NATIXIS;12.19;20826000.0;43435.0;513170000.0;0.0;11.0;3541.0;2276000.0;68.0
